campaign_name,spend,impressions,clicks
<21_cluster2_nokia_lumia_v3_MORE_EVERYTHING,64.64,6527,31
31-40_cluster1_iphone_6/6+_Vzn_8114,31.54,3206,18
21-30_allclusters_iphone5S,17.87,8314,50
31-40_cluster1_nokia_lumia_v3_9114,59.09,9270,50
51+_cluster1_htc_one_2GB,238.65,1644,88
31-40_notarget_nokia_lumia_v3,455.79,9042,99
<21_allclusters_htc_one_2GB_limited_time_offer,24,6145,31
<21_cluster2_iphone_6/6+_Vzn,13.28,4289,28
41-50_allclusters_iPhone_6/6+_all_other_devices_8114,90.75,9601,18
41-50_cluster1_nokia_lumia_v3_9114,14.16,1390,86
31-40_notarget_iphone5S,68.68,5508,99
41-50_notarget_nokia_lumia_v3_MORE_EVERYTHING_10114,204.64,2681,98
31-40_allclusters_htc_one_2GB_limited_time_offer_10114,137.47,6189,74
21-30_allclusters_nokia_lumia_v3_more_everything_8114,148.9,1239,50
31-40_allclusters_nokia_lumia_v3_more_everything_8114,128.45,1563,52
<21_cluster3_htc_one_1GB_9114,117.28,6381,28
41-50_cluster3_htc_one_2GB_limited_time_offer,166.42,6818,30
41-50_cluster2_htc_one_1GB_10114,1.16,4993,49
<21_cluster1_nokia_lumia_v3_more_everything,34.34,6440,18
51+_cluster2_htc_one_2GB_8114,51.37,6607,19
51+_notarget_htc_one_2GB_limited_time_offer,3.71,8167,26
31-40_cluster3_nokia_lumia_v3_more_everything_10114,129.39,4746,43
41-50_allclusters_nokia_lumia_v3_more_everything_10114,230.8,8336,42
<21_notarget_nokia_lumia_v3,17.61,9332,19
51+_cluster2_htc_one_1GB,475.15,3400,36
51+_cluster1_htc_one_2GB_limited_time_offer,9.66,7225,30
21-30_notarget_nokia_lumia_v3_MORE_EVERYTHING_10114,17.44,2852,91
21-30_cluster2_iPhone_6/6+_all_other_devices,32.79,2463,13
41-50_cluster2_nokia_lumia_v3_more_everything,13.92,4732,42
51+_cluster2_iphone_6/6+_AT&T_9114,117.59,4359,43
41-50_notarget_iphone_6/6+_Vzn,31.74,4582,60
51+_notarget_iPhone_6/6+_all_other_devices_8114,296.81,2139,29
31-40_notarget_nokia_lumia_v3_MORE_EVERYTHING,258.52,5629,61
21-30_cluster3_iphone_6/6+_Vzn,42.74,6082,26
41-50_cluster3_htc_one_2GB_8114,419.03,2193,31
51+_allclusters_iphone_6/6+_Vzn_8114,13.36,6657,41
21-30_cluster3_htc_one_2GB_limited_time_offer,190.72,3608,40
31-40_cluster1_iphone_6/6+_AT&T,326.79,1782,65
31-40_cluster2_htc_one_2GB_10114,296.3,8727,65
51+_notarget_nokia_lumia_v3_more_everything_8114,127.72,4539,21
21-30_notarget_htc_one_1GB_10114,237.16,5266,12
<21_cluster2_htc_one_2GB_limited_time_offer,82.67,6838,32
31-40_cluster2_iphone_6/6+_AT&T_8114,3.18,8641,58
<21_cluster1_htc_one_1GB_9114,566.06,7688,32
51+_notarget_nokia_lumia_v3_more_everything,769.99,9360,41
51+_notarget_iphone5S,862.3,5555,70
<21_cluster1_iphone5S_9114,612.49,5528,91
21-30_cluster2_htc_one_2GB_limited_time_offer_8114,9.68,3664,39
21-30_notarget_iphone_6/6+_Vzn_9114,313.36,2190,4
<21_cluster2_iphone_6/6+_AT&T_9114,255.09,6084,71
21-30_cluster2_htc_one_1GB,546.64,8356,94
21-30_allclusters_iPhone_6/6+_all_other_devices_10114,97.88,4525,4
<21_allclusters_iPhone_6/6+_all_other_devices_9114,741.84,3274,87
31-40_cluster2_htc_one_2GB_10114,182.99,5925,49
41-50_cluster1_nokia_lumia_v3,85.71,8786,51
31-40_allclusters_iPhone_6/6+_all_other_devices_9114,140.96,4941,99
21-30_cluster2_iPhone_6/6+_all_other_devices_10114,381.13,8816,0
31-40_cluster2_htc_one_1GB,115.43,2766,47
21-30_cluster2_iphone_6/6+_Vzn_9114,831.9,7356,58
21-30_cluster3_iPhone_6/6+_all_other_devices_8114,230.52,3308,75
<21_allclusters_nokia_lumia_v3_MORE_EVERYTHING,23.35,7574,1
51+_allclusters_nokia_lumia_v3_MORE_EVERYTHING_9114,98.09,4122,86
41-50_cluster2_iphone_6/6+_AT&T,44.54,7844,82
41-50_cluster2_iphone_6/6+_AT&T_8114,207.12,4773,80
21-30_cluster2_iPhone_6/6+_all_other_devices_8114,95.75,7515,88
51+_cluster3_nokia_lumia_v3_MORE_EVERYTHING_9114,6.9,6948,78
41-50_allclusters_htc_one_2GB_10114,312.25,9207,45
41-50_notarget_htc_one_2GB_limited_time_offer_10114,63.74,3776,76
41-50_notarget_nokia_lumia_v3,533.24,4194,4
41-50_cluster1_nokia_lumia_v3,110.6,6212,17
<21_cluster3_nokia_lumia_v3_8114,279.94,8791,84
<21_notarget_iPhone_6/6+_all_other_devices_8114,146.54,5997,40
51+_cluster3_htc_one_2GB_limited_time_offer,24.17,6951,100
21-30_cluster1_htc_one_2GB_limited_time_offer,29.04,8172,9
51+_cluster3_iPhone_6/6+_all_other_devices_9114,27.26,9671,44
41-50_cluster1_nokia_lumia_v3_10114,296.97,7297,77
31-40_cluster3_iphone_6/6+_Vzn_10114,536.76,5613,0
31-40_cluster1_iPhone_6/6+_all_other_devices_9114,169.37,6057,50
41-50_cluster3_nokia_lumia_v3_MORE_EVERYTHING,16.5,6954,91
41-50_cluster1_iphone_6/6+_AT&T_10114,65.2,1415,6
51+_allclusters_iPhone_6/6+_all_other_devices_9114,478.68,7373,93
41-50_cluster2_nokia_lumia_v3_more_everything,351.73,7646,45
51+_cluster2_nokia_lumia_v3,2.19,4458,96
<21_allclusters_htc_one_2GB_limited_time_offer_9114,543.57,5040,60
41-50_cluster3_nokia_lumia_v3_MORE_EVERYTHING,23.4,1638,85
41-50_notarget_iphone_6/6+_AT&T_8114,0.31,6753,1
51+_cluster3_iPhone_6/6+_all_other_devices_10114,373.55,7163,52
21-30_notarget_nokia_lumia_v3_MORE_EVERYTHING,1.43,9381,58
51+_cluster2_iPhone_6/6+_all_other_devices,574.97,4160,94
31-40_cluster2_iPhone_6/6+_all_other_devices_8114,40.92,2238,4
31-40_cluster2_htc_one_2GB,33.26,5308,12
51+_allclusters_nokia_lumia_v3_9114,90.11,4371,68
41-50_cluster2_iphone_6/6+_AT&T,426.59,6493,29
51+_cluster2_nokia_lumia_v3_MORE_EVERYTHING,13.59,2293,35
41-50_cluster1_nokia_lumia_v3_MORE_EVERYTHING_9114,255.59,1725,82
31-40_allclusters_iphone_6/6+_AT&T_10114,246.62,9077,22
21-30_cluster3_nokia_lumia_v3_MORE_EVERYTHING,49.03,5659,84
21-30_cluster1_iphone_6/6+_AT&T,40.11,8767,38
41-50_allclusters_iPhone_6/6+_all_other_devices_9114,79.45,1134,77
51+_cluster1_nokia_lumia_v3,626.12,9344,72
41-50_notarget_htc_one_2GB_limited_time_offer_9114,208.43,6163,60
41-50_allclusters_iPhone_6/6+_all_other_devices,616.79,9364,96
21-30_allclusters_iphone_6/6+_AT&T,71.08,2006,63
21-30_cluster3_iphone_6/6+_Vzn,30.74,4043,25
51+_allclusters_htc_one_2GB_8114,9.11,8494,28
41-50_allclusters_iphone_6/6+_AT&T,34.09,4039,2
41-50_cluster1_nokia_lumia_v3_9114,176.83,2992,58
31-40_cluster2_nokia_lumia_v3_9114,16.82,5916,85
51+_cluster2_iphone_6/6+_Vzn,270.55,3283,28
<21_allclusters_iphone_6/6+_AT&T_9114,158.12,5958,64
31-40_notarget_iPhone_6/6+_all_other_devices_9114,270.02,3198,30
31-40_cluster3_htc_one_2GB_limited_time_offer_8114,736.41,1788,80
21-30_cluster3_iPhone_6/6+_all_other_devices_8114,316.33,5397,47
31-40_cluster3_iphone_6/6+_Vzn,8.05,2449,9
21-30_allclusters_nokia_lumia_v3,232.2,4137,69
31-40_cluster1_iphone_6/6+_Vzn,69.73,3975,26
21-30_cluster3_nokia_lumia_v3_8114,350.2,9111,91
31-40_allclusters_iPhone_6/6+_all_other_devices_9114,220.47,7533,91
51+_cluster3_nokia_lumia_v3_MORE_EVERYTHING_10114,163.81,1546,83
41-50_cluster1_nokia_lumia_v3_9114,343.63,3571,55
51+_cluster2_nokia_lumia_v3_more_everything_10114,347.84,2592,95
<21_cluster2_htc_one_2GB,211.81,5578,38
<21_cluster3_iphone_6/6+_AT&T,462.26,3818,40
41-50_cluster1_nokia_lumia_v3_9114,3.63,8828,78
21-30_cluster3_iphone_6/6+_AT&T,158.59,9472,9
31-40_notarget_nokia_lumia_v3_MORE_EVERYTHING,291.7,1510,38
<21_cluster2_nokia_lumia_v3_more_everything,89.37,4621,79
41-50_cluster2_nokia_lumia_v3_10114,131.26,9357,83
21-30_cluster3_htc_one_2GB_limited_time_offer_10114,231.94,6014,75
51+_allclusters_htc_one_2GB_limited_time_offer_9114,42.38,4208,66
51+_allclusters_iphone_6/6+_Vzn,698.44,2104,81
31-40_notarget_iphone_6/6+_Vzn,81.98,1255,56
31-40_cluster1_iphone_6/6+_Vzn_8114,363.91,2372,50
31-40_allclusters_iPhone_6/6+_all_other_devices_8114,217.82,5634,18
41-50_cluster3_nokia_lumia_v3_more_everything,63.6,6287,23
21-30_allclusters_nokia_lumia_v3_more_everything_10114,81.14,1133,57
31-40_cluster2_nokia_lumia_v3,357.03,5931,53
41-50_cluster2_nokia_lumia_v3_more_everything_10114,60.53,6656,92
51+_allclusters_htc_one_1GB,463.99,5751,2
31-40_cluster2_nokia_lumia_v3_MORE_EVERYTHING_9114,115.94,1489,19
21-30_notarget_htc_one_2GB,620.96,9817,37
21-30_cluster2_nokia_lumia_v3,247.49,7600,56
31-40_notarget_htc_one_1GB,518.04,2290,96
41-50_allclusters_iphone_6/6+_AT&T_9114,134.19,1005,81
21-30_cluster3_htc_one_1GB,50.55,3666,66
51+_allclusters_htc_one_2GB_9114,161.27,7669,63
31-40_cluster1_nokia_lumia_v3_MORE_EVERYTHING_10114,10.37,1106,76
<21_cluster3_nokia_lumia_v3_10114,825.2,1583,88
51+_cluster2_htc_one_1GB_10114,167.63,5897,0
51+_cluster1_iPhone_6/6+_all_other_devices_8114,9.76,4400,55
31-40_notarget_iphone5S,743.58,9357,86
21-30_cluster2_iphone5S_10114,839.18,5922,26
41-50_cluster2_htc_one_2GB,304.83,2039,46
<21_cluster1_htc_one_2GB_10114,658.85,3179,44
21-30_cluster3_iphone_6/6+_Vzn_10114,2.85,4511,37
51+_cluster3_iphone_6/6+_Vzn,5.26,3597,99
<21_allclusters_nokia_lumia_v3_MORE_EVERYTHING_9114,78.4,4051,80
<21_notarget_iphone_6/6+_Vzn,121.14,9075,90
<21_cluster3_nokia_lumia_v3_more_everything,723.15,6974,19
31-40_cluster3_iphone5S_10114,44.35,5509,53
41-50_cluster3_htc_one_2GB_limited_time_offer,470.79,5229,54
51+_allclusters_iphone_6/6+_AT&T,322.47,3556,74
31-40_notarget_iphone_6/6+_Vzn,58.54,6482,27
<21_cluster3_iphone_6/6+_AT&T_9114,122.52,2217,38
51+_cluster3_nokia_lumia_v3_MORE_EVERYTHING_9114,121.83,4299,49
<21_cluster2_iphone5S,570.57,3392,82
21-30_notarget_htc_one_2GB,26.85,8112,55
31-40_cluster3_iphone5S,273.71,8414,79
31-40_cluster3_nokia_lumia_v3_8114,164.39,3252,77
51+_cluster3_htc_one_1GB_9114,22.95,5627,90
31-40_allclusters_iphone5S,25.91,4474,68
41-50_cluster2_htc_one_2GB_limited_time_offer,153.51,3700,79
<21_cluster2_htc_one_1GB,3.88,5261,2
<21_allclusters_nokia_lumia_v3_more_everything_8114,715.19,9186,53
51+_cluster1_nokia_lumia_v3_more_everything_10114,389.23,6125,69
41-50_notarget_nokia_lumia_v3_more_everything_8114,744.35,6720,40
21-30_allclusters_iphone5S_9114,360.97,1343,33
51+_cluster1_htc_one_1GB,162.43,4697,96
31-40_cluster1_nokia_lumia_v3_more_everything,42.12,2526,93
<21_cluster2_nokia_lumia_v3_more_everything_10114,241.5,9987,20
41-50_cluster1_htc_one_2GB_limited_time_offer,28.45,8572,63
<21_allclusters_nokia_lumia_v3_MORE_EVERYTHING_8114,17.66,8365,52
51+_allclusters_nokia_lumia_v3_9114,52.4,8110,66
21-30_allclusters_htc_one_2GB,186.61,2323,64
21-30_cluster2_iPhone_6/6+_all_other_devices_9114,346.07,2234,85
31-40_notarget_iphone5S_9114,711.16,1238,12
21-30_cluster1_iphone_6/6+_Vzn_8114,62.21,4644,15
21-30_cluster2_iphone_6/6+_AT&T,26.95,1909,13
41-50_cluster1_htc_one_1GB,662.35,6053,62
<21_allclusters_iphone_6/6+_Vzn,23.53,9975,0
21-30_cluster3_nokia_lumia_v3_MORE_EVERYTHING,17.18,5534,60
31-40_cluster1_nokia_lumia_v3_10114,152.94,4189,80
31-40_notarget_htc_one_2GB_limited_time_offer,191.79,8463,58
<21_cluster2_nokia_lumia_v3,101.21,4590,60
<21_cluster1_htc_one_2GB_10114,118.12,7876,37
41-50_cluster3_nokia_lumia_v3_MORE_EVERYTHING_10114,421.93,7295,22
51+_cluster3_nokia_lumia_v3_more_everything_9114,462.46,8202,17
41-50_cluster1_htc_one_2GB,181.65,4484,95
31-40_cluster3_htc_one_1GB,509.36,5615,90
31-40_notarget_iphone_6/6+_AT&T,19,5392,85
21-30_allclusters_htc_one_2GB_limited_time_offer_10114,812.37,4075,3
41-50_cluster3_nokia_lumia_v3_more_everything_10114,3.96,5243,98
21-30_cluster2_nokia_lumia_v3_MORE_EVERYTHING_10114,25.83,1785,41
<21_allclusters_nokia_lumia_v3_8114,128.76,5462,41
<21_allclusters_nokia_lumia_v3_8114,160.24,9313,56
21-30_cluster1_htc_one_2GB_limited_time_offer_8114,780.22,8440,96
<21_cluster3_htc_one_1GB_8114,453.3,6676,38
21-30_cluster2_iphone_6/6+_Vzn,274.6,5909,41
41-50_cluster1_iphone_6/6+_Vzn,357.49,2199,52
51+_allclusters_iphone_6/6+_AT&T_9114,791.92,3858,25
21-30_cluster1_nokia_lumia_v3,459.46,4354,53
41-50_cluster1_iphone_6/6+_Vzn_8114,796.67,7887,87
31-40_notarget_htc_one_2GB_10114,340.16,6884,35
31-40_cluster1_nokia_lumia_v3_9114,170.63,8144,91
31-40_cluster1_iphone5S_10114,105.07,8550,92
21-30_notarget_htc_one_2GB_limited_time_offer_9114,26.26,9317,2
41-50_allclusters_htc_one_2GB_limited_time_offer_8114,4.61,5399,32
31-40_cluster1_nokia_lumia_v3_more_everything,81.52,7287,61
31-40_cluster2_htc_one_1GB_9114,204.07,7438,12
21-30_cluster1_htc_one_2GB_10114,322.95,9345,32
41-50_cluster1_iphone_6/6+_AT&T_8114,289.96,3122,23
51+_allclusters_iphone_6/6+_Vzn,467.73,4070,86
51+_cluster1_nokia_lumia_v3_MORE_EVERYTHING,348.92,1949,52
21-30_cluster1_nokia_lumia_v3_MORE_EVERYTHING_10114,179.9,1981,98
<21_notarget_iPhone_6/6+_all_other_devices,692.19,7144,73
41-50_cluster2_iphone5S_8114,415.1,6080,74
41-50_cluster3_htc_one_2GB_limited_time_offer,136.46,6401,22
41-50_allclusters_htc_one_1GB,56.7,9905,45
21-30_cluster3_htc_one_2GB,56.45,5179,29
<21_notarget_iphone5S,177.23,1510,5
51+_cluster1_iPhone_6/6+_all_other_devices_8114,13.07,5527,28
31-40_cluster3_htc_one_2GB,0.92,7365,23
31-40_allclusters_nokia_lumia_v3,36.95,1973,41
41-50_cluster3_iphone_6/6+_Vzn_8114,12.29,9515,18
31-40_cluster3_htc_one_1GB,380.1,4855,83
<21_cluster2_nokia_lumia_v3_MORE_EVERYTHING,50.08,4634,69
31-40_cluster2_iphone5S_9114,55.61,5518,14
21-30_allclusters_nokia_lumia_v3_more_everything_10114,12.76,5628,62
41-50_cluster2_nokia_lumia_v3_MORE_EVERYTHING,75.13,2755,98
<21_cluster3_iPhone_6/6+_all_other_devices_8114,15.78,7454,39
<21_cluster1_htc_one_2GB,175.65,7721,97
21-30_cluster2_iphone_6/6+_AT&T,583.07,5705,98
<21_cluster3_iphone5S_10114,764.69,1194,9
31-40_cluster2_iphone_6/6+_AT&T,253.47,9576,75
<21_allclusters_htc_one_2GB_limited_time_offer_8114,548.83,7165,26
<21_cluster3_iphone5S_10114,54.71,8949,12
31-40_allclusters_nokia_lumia_v3_more_everything,765.22,7679,28
31-40_allclusters_htc_one_2GB_10114,281.71,4759,41
<21_notarget_iphone_6/6+_Vzn,78.38,5040,22
41-50_cluster2_nokia_lumia_v3,537.89,2876,41
21-30_cluster1_nokia_lumia_v3_MORE_EVERYTHING_8114,492.64,4786,96
<21_allclusters_nokia_lumia_v3_more_everything_8114,302.6,5373,31
41-50_allclusters_nokia_lumia_v3_8114,56.05,4520,5
31-40_cluster1_nokia_lumia_v3_more_everything_10114,339.5,7643,17
31-40_allclusters_htc_one_1GB,10.47,2406,80
31-40_cluster3_nokia_lumia_v3_MORE_EVERYTHING_8114,572.43,2567,98
51+_notarget_htc_one_1GB,29.46,3635,43
41-50_cluster1_htc_one_1GB_8114,36.23,2476,96
51+_allclusters_iphone_6/6+_AT&T,159.03,3909,93
41-50_cluster2_iphone_6/6+_AT&T,561.06,8231,8
41-50_cluster3_iphone5S,93.64,2629,97
41-50_cluster2_nokia_lumia_v3_MORE_EVERYTHING_8114,166.77,4289,58
41-50_notarget_htc_one_2GB_8114,641.3,9287,100
51+_notarget_nokia_lumia_v3_MORE_EVERYTHING,670.64,4118,31
31-40_cluster1_htc_one_1GB_9114,261.4,4465,67
31-40_cluster3_nokia_lumia_v3,202.74,1469,22
<21_allclusters_nokia_lumia_v3_MORE_EVERYTHING_8114,110.55,6440,42
51+_cluster2_nokia_lumia_v3_MORE_EVERYTHING_9114,249.84,6989,58
51+_cluster3_htc_one_1GB_9114,611.85,6490,40
<21_notarget_htc_one_2GB_8114,28.87,3528,68
41-50_cluster3_iphone_6/6+_AT&T,36.99,1446,30
<21_allclusters_nokia_lumia_v3_MORE_EVERYTHING_8114,723.44,4764,84
21-30_allclusters_htc_one_1GB_8114,355.74,9589,57
51+_allclusters_htc_one_2GB_8114,292.46,6733,39
41-50_cluster1_nokia_lumia_v3_MORE_EVERYTHING,94.44,5536,68
41-50_cluster2_iphone_6/6+_Vzn,326.71,9133,31
21-30_cluster1_nokia_lumia_v3,845.72,1267,52
21-30_cluster3_htc_one_1GB_8114,2.97,7056,49
31-40_cluster3_nokia_lumia_v3_more_everything,15.73,2405,25
41-50_cluster3_htc_one_2GB_10114,191.26,8317,25
51+_allclusters_iphone_6/6+_AT&T,347.17,8795,48
<21_cluster2_htc_one_2GB_limited_time_offer_8114,151.11,6955,30
51+_notarget_htc_one_2GB,432.52,5087,93
<21_cluster1_nokia_lumia_v3_8114,273.68,8337,24
<21_cluster1_nokia_lumia_v3_10114,476.23,7894,14
<21_cluster3_nokia_lumia_v3_more_everything,502.47,9062,77
<21_notarget_htc_one_2GB_limited_time_offer_9114,130.59,3284,79
21-30_notarget_htc_one_1GB,53.93,2386,53
51+_notarget_iphone_6/6+_Vzn_9114,781.24,9385,99
31-40_allclusters_htc_one_1GB,361.38,1772,40
<21_allclusters_htc_one_1GB,5.1,3641,15
21-30_cluster2_iphone5S,146.37,6833,5
51+_cluster3_nokia_lumia_v3,345.53,5545,69
21-30_allclusters_nokia_lumia_v3,106.36,1901,1
<21_cluster3_htc_one_2GB,228.82,5393,12
31-40_cluster3_htc_one_1GB_9114,38.92,1016,38
41-50_allclusters_htc_one_2GB,403.63,1824,96
41-50_notarget_htc_one_2GB,260.86,5964,83
<21_cluster3_htc_one_1GB,122.02,6713,16
21-30_cluster3_htc_one_1GB_10114,38.94,6457,28
41-50_cluster2_iphone_6/6+_AT&T_8114,382.38,1087,85
31-40_cluster2_iphone_6/6+_Vzn,10.13,3811,18
31-40_cluster2_iPhone_6/6+_all_other_devices,667.05,4468,11
21-30_cluster3_iphone5S,667.84,6070,65
21-30_notarget_htc_one_1GB,2.74,9343,27
21-30_notarget_nokia_lumia_v3_more_everything,311.01,8289,26
41-50_notarget_iphone_6/6+_Vzn_8114,113.66,1980,8
41-50_cluster1_iphone_6/6+_Vzn,676.23,6301,96
<21_cluster2_iphone_6/6+_AT&T,59.57,4878,33
41-50_allclusters_nokia_lumia_v3,231.78,9927,8
51+_cluster3_iphone_6/6+_Vzn,287.1,7023,61
21-30_cluster1_nokia_lumia_v3_more_everything,278.91,6942,30
51+_cluster2_htc_one_1GB,5.56,8739,33
<21_allclusters_iphone_6/6+_Vzn_9114,692.69,2731,46
21-30_notarget_iphone5S,469.66,2089,29
<21_cluster3_iPhone_6/6+_all_other_devices,93.28,5470,57
21-30_cluster1_htc_one_1GB_8114,757.89,2536,36
41-50_cluster3_iPhone_6/6+_all_other_devices,99.11,7847,71
21-30_cluster2_nokia_lumia_v3_MORE_EVERYTHING,300.58,2261,12
31-40_allclusters_iphone_6/6+_AT&T,231.31,3960,41
51+_allclusters_nokia_lumia_v3_more_everything_9114,114.01,8082,87
<21_notarget_nokia_lumia_v3_8114,9.73,3136,79
51+_cluster3_iphone5S_9114,58.02,1865,64
41-50_allclusters_iphone5S_10114,119.26,5872,14
51+_cluster3_iphone5S_10114,214,8021,99
41-50_notarget_nokia_lumia_v3_more_everything_10114,589.85,7150,78
51+_cluster1_htc_one_1GB,222.35,1134,78
51+_cluster3_htc_one_2GB_9114,63.79,2486,11
51+_notarget_iphone_6/6+_AT&T,86.67,1443,92
51+_cluster1_iphone5S,376.19,2670,34
21-30_notarget_iphone_6/6+_Vzn,69.29,2618,64
31-40_cluster3_htc_one_2GB_limited_time_offer_9114,51.7,8335,56
21-30_notarget_nokia_lumia_v3,46.77,3751,92
<21_cluster2_iphone_6/6+_AT&T_8114,384.48,1744,94
41-50_allclusters_iphone_6/6+_Vzn,77.22,3446,48
31-40_allclusters_nokia_lumia_v3_more_everything_9114,73.76,5470,85
21-30_allclusters_htc_one_2GB,64.24,3559,37
51+_cluster3_iPhone_6/6+_all_other_devices_8114,394.95,8502,58
31-40_cluster3_htc_one_2GB,251.31,1079,31
51+_cluster3_iphone_6/6+_AT&T_8114,24.69,8048,12
21-30_allclusters_nokia_lumia_v3_more_everything,249.59,8974,47
31-40_allclusters_nokia_lumia_v3_MORE_EVERYTHING_9114,72.73,2996,55
41-50_allclusters_nokia_lumia_v3_MORE_EVERYTHING_8114,179.7,1590,86
<21_notarget_iphone5S,63.29,3811,47
<21_notarget_nokia_lumia_v3_more_everything,20.4,2115,1
41-50_cluster2_iphone_6/6+_AT&T_8114,358.17,6173,17
51+_allclusters_nokia_lumia_v3_MORE_EVERYTHING,424.33,1128,74
41-50_cluster3_htc_one_2GB_8114,283.71,4379,98
<21_cluster2_iPhone_6/6+_all_other_devices,458,8260,14
51+_cluster2_iphone_6/6+_AT&T,8.85,6535,26
21-30_allclusters_nokia_lumia_v3,167.31,3732,91
21-30_notarget_nokia_lumia_v3_more_everything_10114,287.49,1572,53
31-40_cluster3_iphone5S,330.08,3558,13
<21_cluster3_nokia_lumia_v3,208.34,1837,80
21-30_cluster3_iPhone_6/6+_all_other_devices_8114,0.18,2881,12
51+_allclusters_nokia_lumia_v3_MORE_EVERYTHING,176.97,6490,57
51+_cluster1_iphone_6/6+_Vzn,35.01,6810,80
<21_allclusters_htc_one_1GB_10114,116.17,6269,88
21-30_notarget_nokia_lumia_v3_MORE_EVERYTHING_10114,226.27,1553,9
31-40_cluster2_nokia_lumia_v3_more_everything_10114,311.02,8033,3
51+_cluster1_htc_one_2GB_limited_time_offer_8114,269.52,9919,48
<21_cluster1_htc_one_1GB_9114,37.65,2611,90
<21_notarget_htc_one_2GB_limited_time_offer_9114,505.5,7818,46
21-30_notarget_nokia_lumia_v3,137.15,9321,46
<21_notarget_iphone_6/6+_AT&T_10114,150.47,3072,45
<21_cluster2_htc_one_1GB_9114,20.34,6575,100
21-30_notarget_iphone_6/6+_Vzn,513.53,1230,15
51+_notarget_iphone5S_8114,22.33,6414,19
21-30_allclusters_iphone_6/6+_AT&T_9114,181.28,6011,26
41-50_notarget_htc_one_2GB_limited_time_offer,37.35,1630,52
21-30_cluster2_nokia_lumia_v3,42.38,8048,6
21-30_cluster2_iphone_6/6+_AT&T_10114,548.68,7210,98
51+_cluster2_iphone_6/6+_Vzn_10114,842.39,6398,26
31-40_cluster3_iphone_6/6+_AT&T,71.01,2847,49
<21_cluster3_nokia_lumia_v3_more_everything,389.05,8960,74
<21_cluster3_htc_one_2GB,792.41,1381,47
31-40_cluster1_nokia_lumia_v3,118.11,5095,3
41-50_allclusters_iphone5S_8114,52.18,6582,99
31-40_allclusters_htc_one_1GB,189.46,9500,80
21-30_cluster3_nokia_lumia_v3_more_everything,690.05,3091,44
21-30_allclusters_htc_one_1GB_10114,709.69,6930,4
<21_notarget_htc_one_2GB_limited_time_offer,45.96,2455,1
41-50_notarget_iphone_6/6+_Vzn,181.04,7055,6
31-40_cluster3_nokia_lumia_v3,23.49,6226,82
41-50_allclusters_htc_one_1GB_8114,390.65,9110,92
<21_cluster1_htc_one_2GB_limited_time_offer_8114,333.76,2764,65
41-50_notarget_nokia_lumia_v3,106.81,5858,89
31-40_cluster2_htc_one_1GB,70.55,2178,47
51+_cluster3_htc_one_2GB_limited_time_offer,489.03,4703,60
31-40_cluster3_htc_one_1GB_10114,591.25,8657,97
51+_cluster2_iphone_6/6+_AT&T,769.04,5364,36
41-50_allclusters_iphone_6/6+_AT&T,459.3,4618,95
31-40_cluster3_htc_one_2GB,152.35,2236,92
21-30_cluster1_htc_one_2GB_limited_time_offer_8114,580.49,7386,60
51+_cluster1_htc_one_2GB,691.19,9911,65
51+_cluster3_nokia_lumia_v3_more_everything_8114,55.76,4291,43
51+_allclusters_iphone_6/6+_AT&T_9114,18.61,6168,29
31-40_notarget_htc_one_2GB,105.92,2045,0
<21_cluster2_htc_one_1GB_9114,334.09,1928,49
21-30_cluster1_iphone_6/6+_AT&T,122.37,4669,8
<21_cluster3_iphone_6/6+_Vzn,311.84,4361,32
41-50_notarget_iPhone_6/6+_all_other_devices_8114,572.73,2787,13
<21_notarget_iphone5S_9114,300.69,8528,7
31-40_cluster3_nokia_lumia_v3_MORE_EVERYTHING_9114,78.09,8437,6
51+_cluster3_iPhone_6/6+_all_other_devices_9114,87.3,4925,15
<21_cluster2_htc_one_2GB,24.41,4197,38
<21_cluster3_htc_one_1GB,67.66,3690,98
21-30_cluster2_nokia_lumia_v3_MORE_EVERYTHING,119.84,4768,15
31-40_cluster3_htc_one_2GB,852.8,8409,3
<21_cluster1_nokia_lumia_v3,140.71,6734,28
<21_cluster1_iphone_6/6+_Vzn_8114,67.41,4630,16
51+_cluster2_nokia_lumia_v3_MORE_EVERYTHING,234.04,7968,59
51+_cluster3_nokia_lumia_v3,235.92,5271,56
31-40_cluster1_iphone5S_8114,7,9364,20
41-50_cluster2_iphone_6/6+_AT&T,740.29,1748,56
21-30_cluster3_iphone_6/6+_AT&T_10114,46.23,8029,76
31-40_cluster1_iPhone_6/6+_all_other_devices_9114,309.75,8003,91
<21_allclusters_iphone_6/6+_Vzn,201.13,8914,69
<21_cluster3_htc_one_2GB_limited_time_offer_10114,181.67,8776,51
51+_cluster3_iPhone_6/6+_all_other_devices,196.07,3926,45
31-40_allclusters_htc_one_2GB_limited_time_offer,156.59,8589,54
51+_allclusters_htc_one_2GB,47.94,6024,61
41-50_cluster3_iPhone_6/6+_all_other_devices_8114,616.66,3672,46
21-30_cluster2_iphone_6/6+_Vzn_10114,193.64,1869,41
51+_notarget_htc_one_1GB_9114,52.48,8425,44
41-50_cluster3_iphone_6/6+_AT&T,392.41,6615,10
21-30_notarget_iPhone_6/6+_all_other_devices,722.38,9091,47
41-50_cluster1_iphone5S_10114,619.83,6647,92
<21_allclusters_iphone_6/6+_Vzn_10114,197.22,1607,23
