product_id,length,difficulty,fiction,genre
1208284,376,2,True,Romance
1040387,590,5,False,Pop-Psychology
1294563,837,1,True,Thriller
1070005,482,-1,True,Romance
1394229,891,5,False,History
1290453,397,-1,False,Biography
1892941,530,3,True,Romance
1605149,327,4,True,Drama
1297819,172,1,False,History
1926575,872,3,False,Self-Help
1859884,325,1,True,Drama
1870226,304,4,False,History
1369512,771,3,True,Thriller
1385264,471,4,False,Pop-Sci
1602884,152,1,True,Beach-Read
1657954,240,-1,True,Drama
1112152,776,2,True,Beach-Read
1375309,691,3,False,Self-Help
1338839,866,5,True,Classic
1536998,445,1,False,Pop-Sci
1886220,227,2,False,Biography
1989539,202,2,True,Romance
1460654,358,3,False,Pop-Psychology
1069144,520,5,True,Classic
1634182,309,3,False,Biography
1997181,376,4,True,Drama
1791655,592,4,True,Thriller
1178116,252,3,False,Self-Help
1475535,773,2,False,Pop-Psychology
1212233,565,2,False,Self-Help
1232509,609,5,True,Romance
1479797,614,5,True,Romance
1836097,567,1,False,Pop-Sci
1155278,752,3,True,Classic
1687581,435,3,False,Pop-Sci
1826893,297,4,True,Drama
1040009,635,3,True,Sci-Fi
1675463,212,5,False,History
1506276,759,1,True,Beach-Read
1032950,480,1,True,Romance
1743615,465,4,True,Thriller
1192000,301,2,False,Self-Help
1791016,831,4,True,Thriller
1962166,816,4,True,Drama
1352457,503,3,True,Romance
1782545,826,2,False,Pop-Psychology
1107600,872,3,True,Beach-Read
1904423,443,5,True,Beach-Read
1730032,120,5,True,Romance
1472577,487,2,True,Romance
1637951,335,5,False,History
1302263,533,2,True,Thriller
1696068,232,2,True,Drama
1660797,345,2,True,Beach-Read
1177852,331,4,True,Romance
1605396,533,3,True,Drama
1309918,1000432,2,False,Self-Help
1554732,305,4,False,History
1821965,636,3,True,Romance
1919130,561,1,False,Biography
1759239,947,4,True,Sci-Fi
1324418,519,3,True,Drama
1108410,631,5,True,Romance
1439293,876,1,False,Pop-Psychology
1590454,1000254,1,True,Thriller
1330657,872,4,True,Romance
1286438,433,2,True,Beach-Read
1490339,417,5,False,History
1877306,486,-1,True,Drama
1500256,696,3,False,Pop-Psychology
1937021,702,2,True,Sci-Fi
1902351,281,4,False,History
1719665,1000250,5,True,Beach-Read
1502712,469,5,True,Thriller
1343764,675,3,True,Beach-Read
1730073,219,4,True,Drama
1602698,539,5,True,Drama
1272669,379,1,True,Drama
1472904,408,2,False,Biography
1219553,354,3,True,Thriller
1628331,210,3,False,Pop-Sci
1559381,332,2,False,Self-Help
1626349,917,5,False,History
1119298,265,5,True,Thriller
1817453,638,1,True,Romance
1347489,989,3,True,Classic
1885470,554,5,True,Drama
1276596,905,5,True,Classic
1529979,693,3,True,Sci-Fi
1914722,763,4,True,Sci-Fi
1967793,615,-1,True,Drama
1726401,588,5,True,Romance
1344854,656,1,True,Classic
1067213,420,-1,False,Biography
1898869,326,5,False,Pop-Psychology
1042919,844,5,True,Sci-Fi
1624036,679,4,False,Biography
1153172,917,1,True,Classic
1056277,937,2,True,Beach-Read
1966989,377,5,True,Romance
1721708,733,2,True,Romance
1988675,105,2,False,Pop-Psychology
1216947,929,5,False,Pop-Sci
1832721,924,3,False,Self-Help
1681385,513,4,True,Romance
1056142,963,4,True,Beach-Read
1897376,877,3,False,History
1780587,402,1,False,History
1300551,719,2,True,Sci-Fi
1288609,824,4,True,Romance
1354810,396,2,True,Beach-Read
1236722,271,4,True,Drama
